person,rating,genre,movie_count
Cynthia Gibb,5.866666666666667,Drama,3
Cynthia Leake,6.5,Animation,1
Cynthia Nixon,6.4,Comedy,4
Cynthia Rhodes,6.4,Drama,2
Cynthia Stevenson,6.5,Comedy,1
Cynthy Wu,6.4,Drama,1
Cyrielle Clair,7.4,Action,1
Cyril Cusack,7.1,Drama,1
Cyril Raffaelli,6.8,Action,2
Cyril Roy,7.2,Drama,1
D. Santosh,7.8,Action,2
D.B. Sweeney,6.675000000000001,Comedy,4
Da'Vine Joy Randolph,6.1,Action,1
Da'Vone Mcdonald,5.7,Horror,1
Dabney Coleman,6.775,Comedy,4
Dacre Montgomery,5.9,Action,1
Dady Brieva,7.5,Comedy,1
Dafne Keen,8.1,Action,1
Dag Malmberg,5.8,Drama,1
Dagmara Dominczyk,6.6,Drama,1
Daiki Yamashita,7.3,Animation,1
Daisuke Gori,7.6,Animation,1
Daisuke Ono,7.1,Animation,1
Daisuke Ryu,8.2,Action,1
Daisy Bevan,6.2,Crime,1
Daisy Donovan,6.8,Comedy,1
Daisy Edgar-Jones,6.95,Drama,2
Daisy Head,5.2,Drama,1
Daisy Ridley,6.659999999999999,Action,5
Daisy Shah,5.0,Action,1
Dakota Beavers,7.1,Action,1
Dakota Blue Richards,6.05,Adventure,2
Dakota Fanning,6.683333333333334,Drama,18
Dakota Goyo,6.7,Action,3
Dakota Johnson,6.8125,Drama,8
Dal-Su Oh,7.366666666666667,Comedy,3
Dale Dickey,5.6,Adventure,1
Dale Grand,6.8,Comedy,1
Dale Midkiff,6.1,Fantasy,2
Dale Reeves,6.9,Biography,1
Dale Whibley,4.9,Horror,1
Dali Benssalah,6.8,Action,1
Dali Rose Tetreault,4.9,Horror,1
Dalia Hernandez,7.8,Action,1
Dalila Di Lazzaro,6.7,Crime,1
Dalip Tahil,7.3,Crime,3
Dallas Roberts,6.366666666666667,Action,3
Dalton James,5.5,Comedy,1
Damaine Radcliff,6.5,Crime,1
Damaris Lewis,5.4,Thriller,1
Damian Alcazar,6.95,Action,2
Damian Chapa,7.9,Crime,1
Damian Lewis,5.925,Drama,4
Damian Walshe-Howling,5.8,Adventure,1
Damien Bonnard,7.6,Crime,1
Damien Jouillerot,5.8,Comedy,1
Damien Marzette,6.0,Action,1
Damijan Oklopdzic,7.2,Adventure,1
Damita Jo Freeman,6.5,Comedy,1
Damon Daunno,6.2,Comedy,1
Damon Herriman,7.0,Comedy,1
Damon Wayans,5.8625,Comedy,8
Damon Wayans Jr.,6.1000000000000005,Comedy,3
Damson Idris,5.4,Action,1
Dan Aykroyd,6.334782608695652,Comedy,23
Dan Bakkedahl,5.1,Comedy,1
Dan Byrd,6.433333333333334,Comedy,3
Dan Castellaneta,7.3,Animation,1
Dan Chupong,4.9,Action,1
Dan Ewing,6.9,Action,1
Dan Fogler,6.081818181818182,Adventure,11
Dan Futterman,6.6,Biography,1
Dan Hafstrom,7.3,Adventure,1
Dan Hedaya,6.6000000000000005,Crime,6
Dan Hicks,6.9,Comedy,2
Dan Leis,7.1,Crime,1
Dan Lippert,5.2,Horror,1
Dan Mason,6.7,Action,1
Dan Mintz,6.9,Animation,1
Dan Monahan,5.733333333333333,Comedy,3
Dan O'Herlihy,6.166666666666667,Action,3
Dan Stevens,6.622222222222223,Adventure,9
Dana Ashbrook,7.3,Drama,1
Dana Carvey,6.366666666666667,Comedy,3
Dana De Celis,6.2,Comedy,1
Dana Delany,6.966666666666666,Animation,3
Dana Devestern,7.1,Comedy,1
Dana Fuchs,7.3,Drama,1
Dana Green,5.7,Drama,1
Dana Hill,5.800000000000001,Adventure,2
Dana Ivey,6.1,Comedy,1
Dana Kimmell,5.6,Horror,1
Dana L. Wilson,6.8,Drama,1
Dana Snyder,6.7,Animation,1
Dana Tapalaga,7.5,Drama,1
Dana Wheeler-Nicholson,6.9,Comedy,1
Danai Gurira,6.875,Action,4
Dandan Song,7.5,Action,1
Dane Cook,6.025,Comedy,8
Dane Dehaan,6.475,Action,8
Dane Diliegro,7.1,Action,1
Dani Popescu,6.6,Comedy,1
Dani Rovira,6.5,Comedy,1
Dania Ramirez,6.5,Action,1
Daniel Ades,6.9,Comedy,1
Daniel Araoz,7.2,Adventure,1
Daniel Auteuil,7.4,Comedy,10
Daniel Balaji,7.1,Action,2
Daniel Baldwin,5.966666666666666,Action,3
Daniel Benzali,6.1,Action,1
Daniel Betts,6.0,Comedy,1
Daniel Brocklebank,6.2,Drama,1
Daniel Bruhl,6.835714285714286,Biography,14
Daniel Chacon,6.2,Comedy,1
Daniel Craig,6.939130434782609,Action,23
Daniel Dae Kim,6.3,Animation,2
Daniel Day-Lewis,7.242857142857143,Drama,14
Daniel Diemer,6.9,Comedy,1
Daniel Doheny,5.6,Comedy,1
Daniel Durant,8.0,Comedy,1
Daniel Duval,6.5,Action,1
Daniel Emilfork,7.5,Drama,1
Daniel Eric Gold,6.1,Crime,1
Daniel Franzese,6.2,Horror,1
Daniel Fraser,6.7,Mystery,1
Daniel Gimenez Cacho,6.971428571428571,Drama,7
Daniel Grao,7.1,Drama,1
Daniel Hadebe,5.6,Action,1
Daniel Hansen,6.8,Animation,1
Daniel Henshall,6.733333333333333,Biography,3
Daniel Hill,6.4,Drama,1
Daniel Hugh Kelly,6.1,Horror,1
Daniel Kaleb,6.0,Action,1
Daniel Kaluuya,7.275,Horror,4
Daniel Liu,6.6,Crime,1
Daniel London,6.8,Biography,1
Daniel Macpherson,5.3,Horror,1
Daniel Mays,7.699999999999999,Action,2
Daniel Olbrychski,6.4,Action,1
Daniel Pollock,6.8,Crime,1
Daniel Prevost,7.6,Comedy,1
Daniel Radcliffe,6.957142857142857,Adventure,21
Daniel Ranieri,6.7,Drama,1
Daniel Roebuck,6.95,Comedy,2
Daniel Shalikar,4.9,Adventure,1
Daniel Stern,6.291666666666667,Comedy,12
Daniel Studi,7.2,Animation,1
Daniel Sunjata,5.6,Action,2
Daniel Travis,5.8,Adventure,1
Daniel V. Graulau,5.7,Drama,1
Daniel Von Bargen,6.0,Horror,1
Daniel Webber,6.9,Biography,2
Daniel Wu,6.7,Action,3
Daniel York,6.6,Adventure,1
Daniel Zovatto,6.6,Crime,2
Daniela Vega,7.2,Drama,1
Daniella Alonso,5.1,Horror,1
Daniella Kertesz,7.0,Action,1
Danielle Bisutti,5.6,Horror,1
Danielle Campbell,5.4,Comedy,1
Danielle Darrieux,7.5,Animation,2
Danielle Davenport,6.1,Comedy,1
Danielle Deadwyler,7.2,Biography,1
Danielle Harris,5.425,Horror,4
Danielle Macdonald,6.325,Biography,4
Danielle Nicolet,6.3,Action,1
Danielle Panabaker,6.0600000000000005,Horror,5
Danielle Proulx,7.7,Comedy,2
Danielle Ryan,5.9,Horror,1
Danielle Von Zerneck,7.5,Comedy,1
Danila Kozlovskiy,5.733333333333333,Action,3
Danilo 'Bata' Stojkovic,8.766666666666667,Comedy,3
Danilo Mattei,5.1,Adventure,1
Danina Jeftic,8.1,Adventure,1
Danny Aiello,6.890000000000001,Comedy,10
Danny Bellini,6.4,Horror,1
Danny Deferrari,7.1,Comedy,1
Danny Denzongpa,6.3999999999999995,Action,6
Danny Devito,6.4479999999999995,Comedy,25
Danny Dyer,6.166666666666667,Crime,6
Danny Elfman,7.9,Animation,1
Danny Glover,6.7444444444444445,Action,18
Danny Hassel,5.0,Fantasy,1
Danny Hoch,6.8,Action,1
Danny Huston,6.585714285714286,Action,14
Danny Kwok-Kwan Chan,7.0,Action,1
Danny Lee,7.8,Action,1
Danny Lloyd,8.4,Drama,1
Danny Mcbride,6.2875,Action,8
Danny Mccarthy,7.3,Comedy,1
Danny Mulheron,6.6,Comedy,1
Danny Pintauro,6.1,Horror,1
Danny Ramirez,6.199999999999999,Comedy,2
Danny Sapani,6.9,Crime,1
Danny Trejo,6.022222222222222,Action,9
Danny Wolohan,6.6,Drama,1
Dante Basco,6.7,Action,1
Dante Crichlow,5.3,Action,1
Danuel Pipoly,6.4,Adventure,1
Danuta Stenka,7.05,Drama,2
Dany Boon,6.475,Comedy,4
Daoming Chen,6.8,Action,1
Daphne Patakia,6.7,Biography,1
Daphne Zuniga,6.05,Comedy,2
Dar Salim,6.7,Action,4
Dara Singh Randhawa,7.9,Comedy,1
Daragh Donnelly,7.0,Drama,1
Darby Camp,6.3,Adventure,3
Daria Nicolodi,6.775,Crime,4
Darin Brooks,5.7,Comedy,1
Dario D'Ambrosi,7.1,Drama,1
Dario Grandinetti,8.0,Comedy,2
Darius Rose,5.9,Comedy,1
Dariusz Biskupski,6.4,Action,1
Darlan Cunha,7.2,Crime,1
Darlanne Fluegel,6.5,Action,1
Darlene Stuto,6.8,Crime,1
Darren Barnet,6.3,Comedy,1
Darren Criss,5.7,Comedy,1
Darren Mcgavin,7.1,Comedy,2
Darrin Dewitt Henson,6.300000000000001,Biography,2
Darshan Jariwala,6.4,Action,1
Darshan Kumaar,7.333333333333333,Drama,3
Darshan Thoogudeep,5.5,Action,1
Darshana Rajendran,8.1,Drama,1
Darsheel Safary,8.3,Drama,1
Dartanian Sloan,5.3,Horror,1
Dartel Mcrae,6.8,Biography,1
Daryl Hannah,6.49,Comedy,10
Daryl Mccormack,7.2,Comedy,1
Daryl Sabara,5.85,Action,4
Dascha Polanco,5.7,Action,1
Dash Mihok,6.5,Action,1
Dave Bautista,6.241666666666667,Action,12
Dave Chappelle,6.266666666666667,Comedy,3
Dave Franco,6.214285714285714,Action,7
Dave Goelz,6.9799999999999995,Adventure,5
Dave Grohl,5.7,Comedy,1
Dave Johns,7.8,Drama,1
Dave Levine,5.8,Drama,1
Dave Thomas,6.6,Comedy,1
Dave Willis,6.7,Animation,1
Dave Wittenberg,6.4,Animation,1
Daveed Diggs,7.4,Comedy,1
Daveigh Chase,7.949999999999999,Animation,2
Davenia Mcfadden,6.6,Drama,1
David Aaron Baker,6.7,Biography,1
David Ajala,5.7,Action,1
David Alan Basche,7.6,Action,1
David Alan Grier,5.9799999999999995,Comedy,5
David Alexander,7.0,Comedy,1
David Alvarez,7.2,Crime,1
David Anders,6.3,Comedy,1
David Andrews,5.625,Action,4
David Arquette,6.115384615384615,Horror,13
David Atrakchi,5.7,Crime,1
David Bailey,6.6,Crime,1
David Belle,6.3999999999999995,Action,3
David Bennent,6.3,Adventure,1
David Bierend,5.7,Horror,1
David Birkin,6.3,Biography,1
David Boreanaz,4.9,Horror,1
David Bowie,7.033333333333334,Drama,3
David Bradley,7.4,Animation,2
David Brisbin,7.4,Biography,1
David Byrnes,6.1,Horror,1
David Calder,7.3,Drama,1
David Carradine,6.916666666666667,Action,6
David Caruso,6.140000000000001,Crime,5
David Chandler,7.0,Drama,1
David Chiang,7.3,Action,1
David Coffin,6.4,Comedy,1
David Connolly,7.0,Drama,1
David Conrad,6.9,Drama,1
David Copperfield,5.8,Horror,1
David Corenswet,7.0,Drama,1
David Cronenberg,6.5,Action,1
David Cross,5.933333333333334,Comedy,3
David Crow,6.1,Action,1
David Crowley,5.6,Drama,1
David Dastmalchian,6.0,Fantasy,2
David De Vries,6.0,Comedy,1
David Del Rio,5.8,Comedy,1
David Della Rocco,7.7,Action,1
David Dencik,6.9,Crime,2
David Denman,6.675,Action,4
David Dorfman,6.25,Horror,2
David Duchovny,6.471428571428571,Drama,7
David Duggan,5.4,Action,1
David Ebert,5.3,Comedy,1
David Edwin Knight,5.9,Horror,1
David Eigenberg,6.4,Drama,1
David Elliot,7.1,Adventure,1
David Field,6.7,Comedy,3
David Foley,7.2,Animation,1
David Forman,6.8,Action,1
David Forrester,6.2,Comedy,1
David Gale,7.2,Comedy,1
David Gallagher,6.9,Fantasy,1
David Gebigke,7.0,Comedy,1
David Goldman,6.6,Comedy,1
David Graf,5.333333333333333,Comedy,3
David Gulpilil,6.6,Action,1
David Harbour,6.5125,Action,8
David Hasselhoff,6.4,Comedy,1
David Hayman,6.925,Comedy,4
David Hemmings,6.4,Comedy,1
David Henrie,7.3,Drama,1
David Herman,7.6,Comedy,1
David Hess,5.3,Horror,1
David Hewlett,7.1,Horror,1
David Hoflin,6.9,Biography,1
David Howard Thornton,5.85,Horror,2
David Huddleston,6.65,Action,2
David Huffman,5.9,Action,1
David Hyde Pierce,6.45,Comedy,4
David James,7.9,Action,1
David Jensen,6.9,Drama,1
David Kagen,6.0,Horror,1
David Kaye,6.1,Comedy,2
David Keith,6.5,Drama,2
David Kelly,6.8,Comedy,3
David Koechner,5.9,Comedy,5
David Koppell,7.1,Drama,1
David Kross,7.3,Drama,2
David Krumholtz,6.8,Comedy,1
David Kuhn,6.9,Comedy,1
David Labiosa,6.7,Drama,1
David Lee Smith,7.8,Drama,1
David Lovgren,6.2,Drama,1
David Lynch,7.3,Comedy,1
David Lyons,6.6,Drama,1
David Man,5.5,Crime,1
David Margulies,5.9,Drama,1
David Matranga,5.8,Animation,1
David Mazouz,5.3,Horror,1
David Milford,6.7,Crime,1
David Morrissey,6.35,Biography,4
David Morse,6.7,Crime,14
David Moscow,5.5,Comedy,1
David Naughton,7.5,Comedy,1
David O'Hara,6.8,Action,1
David Oakes,6.0,Action,1
David Ogden Stiers,7.033333333333334,Comedy,3
David Oyelowo,6.390909090909091,Action,11
David Patrick Kelly,7.0,Comedy,1
David Paymer,6.266666666666667,Action,3
David Pledger,6.3,Drama,1
David Pridemore,6.4,Comedy,1
David Proval,6.2,Action,1
David Rawle,8.0,Animation,1
David Rintoul,6.1,Action,1
David Roper,7.5,Biography,1
David Ryall,6.4,Adventure,1
David Rysdahl,6.1,Drama,1
David Schlachtenhaufen,6.0,Horror,1
David Schutter,7.4,Drama,1
David Schwimmer,6.316666666666666,Animation,6
David Selby,5.5,Action,1
David Spade,5.8999999999999995,Comedy,12
David Strathairn,6.827272727272727,Drama,11
David Suchet,6.05,Crime,2
David Sullivan,6.7,Drama,1
David Tennant,6.45,Comedy,4
David Thewlis,6.711764705882352,Drama,17
David Threlfall,6.75,Biography,2
David Tom,6.2,Adventure,1
David Tress,5.4,Action,1
David Wagner,6.4,Comedy,1
David Wald,5.8,Animation,1
David Walliams,6.7,Animation,1
David Warbeck,6.6,Horror,1
David Warner,6.56,Drama,5
David Wenham,7.25,Action,2
David Wiberg,7.0,Adventure,1
Davor Dujmovic,8.1,Comedy,1
Dawid Ogrodnik,7.4,Drama,1
Dawn Didawick,7.4,Biography,1
Dax Flame,6.6,Comedy,1
Dax Shepard,6.0,Action,7
Dayo Okeniyi,5.5,Action,1
Dayton Callie,6.5,Biography,1
De'Shawn Washington,6.5,Crime,1
Dean Andrews,7.0,Drama,2
Dean Cain,6.5,Crime,1
Dean Chaumoo,6.1,Action,1
Dean Fleischer Camp,7.7,Animation,1
Dean Fujioka,5.3,Action,1
Dean Jagger,6.1,Horror,1
Dean Jones,5.7,Comedy,1
Dean Lennox Kelly,7.0,Comedy,1
Dean Martin,5.0,Action,1
Dean Mumford,7.0,Biography,1
Dean Norris,6.6000000000000005,Drama,3
Dean Scott Vazquez,6.1,Action,1
Dean Shek,7.2,Action,1
Dean Stockwell,8.1,Drama,1
Dean-Charles Chapman,8.2,Action,1
Deanna Dunagan,6.2,Horror,1
Deb Mukherjee,7.4,Action,1
Debbie Fan,4.9,Action,1
Debbie Harry,6.8,Comedy,3
Debbie Honeywood,7.6,Drama,1
Debbie Podowski,6.4,Action,1
Debby Bishop,7.0,Biography,1
Debby Ryan,6.050000000000001,Drama,2
Debi Derryberry,6.1,Animation,1
Debi Mazar,6.050000000000001,Comedy,2
Debora Zhecheva,5.3,Horror,1
Deborah Ann Woll,5.7,Action,1
Deborah Foreman,6.2,Comedy,3
Deborah Francois,6.633333333333333,Crime,3
Deborah Kara Unger,6.871428571428572,Drama,7
Deborah Lukumuena,7.4,Crime,1
Deborah Mailman,7.0,Biography,1
Deborah Raffin,5.8,Action,1
Deborah Rennard,6.2,Action,1
Deborah Richter,5.0,Action,1
Deborah Rush,6.4,Drama,1
Deborah S. Craig,5.7,Comedy,1
Deborah Shelton,6.8,Crime,1
Deborah Wastell,6.4,Drama,1
Debra De Liso,5.6,Horror,1
Debra Messing,6.159999999999999,Comedy,5
Debra Winger,6.6499999999999995,Comedy,12
Dee Wallace,6.65,Horror,4
Deepak Dobriyal,7.24,Comedy,5
Deepak Simwal,6.7,Drama,1
Deepak Singh Rawat,8.2,Biography,1
Deepak Tijori,7.85,Comedy,2
Deepika Padukone,6.390909090909091,Comedy,22
Deepti Naval,7.2,Action,1
Deezer D,6.2,Comedy,1
Deforest Kelley,6.859999999999999,Action,5
Dejan Cukic,7.3,Action,1
Delhi Ganesh,8.6,Crime,1
Delphine Chaneac,5.8,Horror,1
Delphine French,7.7,Adventure,1
Delroy Lindo,6.458333333333333,Action,12
Demet Akbag,7.285714285714286,Comedy,7
Demet Evgar,7.2,Comedy,3
Demetri Martin,6.7,Biography,1
Demetrius Shipp Jr.,5.9,Biography,1
Demi Lovato,6.0,Animation,1
Demi Moore,6.339130434782609,Drama,23
Demian Bichir,6.3428571428571425,Action,7
Demian Slade,7.1,Comedy,1
Denden,7.05,Crime,2
Dendrie Taylor,6.1,Drama,1
Denholm Elliott,7.38,Drama,5
Denis Lavant,6.975,Drama,4
Denis Lawson,6.65,Comedy,2
Denis Leary,6.640000000000001,Animation,10
Denis Menochet,7.1000000000000005,Drama,3
Denis Moschitto,7.1,Crime,1
Denis O'Hare,6.5,Drama,1
Denise Black,5.8,Action,1
Denise Crosby,6.5,Fantasy,1
Denise Fraga,8.6,Comedy,1
Denise Gough,6.1,Action,1
Denise Grey,6.7,Comedy,1
Denise Pillott,6.8,Biography,1
Denise Richards,6.1000000000000005,Action,7
Deniz Akdeniz,6.1,Action,1
Deniz Baysal,8.2,Drama,1
Dennis Alexio,6.4,Action,1
Dennis Chan,6.4,Action,1
Dennis Dugan,6.5,Horror,1
Dennis Dun,7.2,Action,1
Dennis Farina,5.74,Comedy,5
Dennis Franz,7.050000000000001,Crime,2
Dennis Haysbert,6.2875,Biography,8
Dennis Hopper,6.473333333333333,Crime,15
Dennis Miller,5.875,Action,4
Dennis Quaid,6.423913043478261,Action,46
Dennis Redfield,6.5,Horror,1
Dennis Storhøi,6.6,Action,1
Denzel Washington,6.976190476190476,Action,42
Denzel Whitaker,5.4,Adventure,1
Deobia Oparei,5.2,Action,1
Deon Richmond,5.6,Comedy,1
Derek De Lint,7.3,Drama,1
Derek Hutchinson,7.1,Drama,1
Derek Jacobi,7.5,Biography,5
Derek Jeter,6.6,Action,1
Derek John Drescher,7.1,Adventure,1
Derek Lee,6.2,Horror,1
Derek Luke,6.8375,Biography,8
Derek Magyar,6.0,Horror,1
Derek Mears,5.5,Horror,1
Derek Richardson,5.5,Horror,2
Dermot Crowley,6.4,Crime,1
Dermot Mulroney,6.361111111111111,Comedy,18
Dervla Kirwan,6.8,Drama,1
Derya Alabora,8.1,Drama,1
Desiree Akhavan,6.4,Crime,1
Desmond Askew,5.4,Horror,1
Desmond Harrington,5.966666666666666,Horror,3
Dev Gill,7.7,Action,1
Dev Patel,7.122222222222222,Biography,9
Devaughn Nixon,5.4,Comedy,1
Devid Striesow,7.45,Crime,2
Devin Brochu,6.9,Comedy,1
Devin Druid,6.25,Drama,2
Devin Ratray,7.1,Crime,1
Devon Aoki,5.300000000000001,Action,2
Devon Bostick,6.449999999999999,Comedy,2
Devon Graye,5.699999999999999,Horror,2
Devon Gummersall,5.1,Horror,1
Devon Sawa,6.2,Comedy,5
Devrim Evin,6.5,Action,1
Devrim Yakut,6.966666666666666,Comedy,3
Devyn Mcdowell,6.3,Drama,1
Dewanda Wise,6.35,Comedy,2
Dexter Fletcher,6.933333333333334,Action,3
Dhansika,6.1,Action,1
Dhanush,7.514285714285714,Action,7
Dharmendra,7.366666666666667,Comedy,3
Dherendra Kumar Tiwari,6.9,Comedy,1
Dhruv Ganesh,7.2,Adventure,1
Dhruv Vikram,7.6,Action,1
Diahnne Abbott,7.8,Comedy,1
Diamand Abou Abboud,7.6,Crime,1
Dian Bachar,6.533333333333334,Comedy,3
Diana Al Hussen,7.3,Crime,1
Diana Glenn,5.8,Adventure,1
Diana Hardcastle,7.0,Comedy,1
Diana Kent,7.3,Biography,1
Diana Penalver,7.5,Comedy,1
Diana Penty,7.166666666666667,Romance,3
Diana Pozharskaya,7.1,Biography,1
Diana Rigg,7.0,Drama,1
Diana Scarwid,6.066666666666666,Biography,3
Diana Silvers,5.6,Horror,1
Diane Baker,6.0,Action,1
Diane Farr,5.2,Horror,1
Diane Gaidry,6.3,Drama,1
Diane Guerrero,5.95,Animation,2
Diane Keaton,6.373684210526315,Comedy,19
Diane Kruger,6.8933333333333335,Action,15
Diane Ladd,7.25,Biography,2
Diane Lane,6.459090909090909,Action,22
Diane Salinger,7.0,Adventure,1
Diane Venora,6.816666666666666,Action,6
Dianna Agron,6.199999999999999,Comedy,2
Dianne Wiest,6.982352941176471,Comedy,17
Dibyendu Bhattacharya,7.900000000000001,Action,3
Dick Van Dyke,6.35,Adventure,2
Dick Wei,7.3,Action,1
Didier Flamand,6.6,Comedy,1
Diedrich Bader,5.833333333333333,Comedy,3
Diego Abatantuono,7.4,Comedy,1
Diego Anido,7.5,Drama,1
Diego Boneta,6.5,Biography,2
Diego Calva,5.3,Horror,1
Diego Catano,6.1,Action,1
Diego Cortina Autrey,7.7,Drama,1
Diego Klattenhoff,6.3,Drama,1
Diego Luna,6.5888888888888895,Action,9
Diego Martin,5.0,Horror,1
Diego Starosta,8.1,Comedy,1
Dieter Berner,7.6,Drama,1
Diether Krebs,7.5,Action,1
Dileesh Pothan,7.8,Crime,1
Dilek Serbest,6.5,Action,1
Diljit Dosanjh,7.25,Action,2
Dimas Aditya,6.5,Drama,1
Dimitri Leonidas,6.6,Biography,1
Dimitris Georgalas,7.5,Comedy,1
Dimitris Katalifos,7.9,Crime,1
Dimple Kapadia,6.75,Drama,4
Dina Korzun,6.4,Comedy,1
Dina Meyer,6.433333333333334,Action,3
Dina Spybey-Waters,6.7,Comedy,1
Dinara Drukarova,7.2,Drama,1
Dinesh,8.4,Crime,1
Dinesh Prabhakar,7.6,Action,1
Dino Abbrescia,7.4,Crime,1
Dino Bajrovic,8.0,Drama,1
Diogo Morgado,5.7,Biography,1
Diora Baird,5.8,Horror,2
Dipannita Sharma,6.0,Comedy,1
Dipanwit Dashmohapatra,9.0,Adventure,1
Disha Patani,6.566666666666666,Action,3
Dishita Sehgal,7.8,Comedy,1
Divine,7.0,Comedy,1
Divya Dutta,8.2,Biography,1
Divya Menon,7.6,Action,1
Divyendu Sharma,7.4,Comedy,2
Dj Dallenbach,6.0,Comedy,1
Dj Flava,6.9,Drama,1
Dj Qualls,5.949999999999999,Crime,2
Djebril Zonga,7.6,Crime,1
Djiby Soumare,6.9,Crime,1
Djimon Hounsou,6.545454545454546,Action,11
Dmitriy Dyuzhev,7.8,Drama,1
Dmitriy Nazarov,7.5,Comedy,1
Dmx,5.866666666666667,Action,3
Docs Keepin Time,6.6,Adventure,1
Doga Zeynep Doguslu,7.6,Drama,1
Dogu Demirkol,8.0,Drama,1
Dolly Ahluwalia,7.25,Comedy,2
Dolly Parton,6.45,Comedy,2
Dolly Wells,7.1,Biography,2
Dolores Fonzi,7.199999999999999,Adventure,2
Dolph Lundgren,5.7333333333333325,Action,9
Dom Deluise,6.2875,Animation,8
Domenick John,6.0,Fantasy,1
Domhnall Gleeson,7.0,Action,13
Dominic Bogart,6.4,Drama,1
Dominic Carter,6.7,Drama,1
Dominic Cooper,6.43,Action,10
Dominic Machale,7.0,Adventure,1
Dominic Monaghan,5.85,Comedy,2
Dominic Philie,7.2,Comedy,1
Dominic Purcell,5.8999999999999995,Action,3
Dominic Rains,5.3,Action,1
Dominic West,6.5928571428571425,Action,14
Dominik Garcia,5.6,Action,1
Dominique Blanc,6.7,Animation,2
Dominique Farrugia,7.5,Comedy,1
Dominique Fishback,6.5,Action,3
Dominique Frot,6.7,Horror,1
Dominique Horwitz,7.55,Drama,2
Dominique Lavanant,7.4,Comedy,1
Dominique Mcelligott,7.8,Drama,1
Dominique Pinon,7.2,Drama,4
Dominique Sanda,6.9,Crime,1
Dominique Swain,6.8,Drama,1
Dominique Tipper,6.6,Action,1
Domiziana Giordano,7.9,Drama,1
Don 'D.C.' Curry,5.8,Comedy,1
Don Alder,6.9,Adventure,1
Don Ameche,6.533333333333334,Comedy,3
Don Calfa,7.3,Comedy,1
Don Cheadle,6.730434782608696,Action,23
Don Francks,6.6,Animation,1
Don Gordon,5.5,Horror,1
Don Harvey,6.25,Action,2
Don Johnson,6.540000000000001,Action,5
Don Keith Opper,5.5,Comedy,1
Don Knotts,5.7,Animation,1
Don Mckellar,7.05,Comedy,2
Don Rickles,8.3,Animation,1
Don Thompson,6.5,Comedy,1
Donal Logue,6.7,Comedy,1
Donal Mccann,5.7,Comedy,1
Donald F. Muhich,6.2,Comedy,1
Donald Faison,5.7,Action,1
Donald Gibb,6.8,Action,1
Donald Glover,6.766666666666667,Action,3
Donald Pleasence,6.283333333333334,Horror,6
Donald Sutherland,6.459090909090909,Action,22
Dong-Hwi Lee,7.0,Action,1
Dongyu Zhou,7.6,Crime,1
Donna Akersten,6.6,Comedy,1
Donna Dempsey,5.6,Fantasy,1
Donna Murphy,6.95,Animation,2
Donnie Wahlberg,6.166666666666667,Horror,3
Donnie Yen,6.792857142857143,Action,14
Donny Alamsyah,7.6,Action,1
Donovan Leitch Jr.,6.6,Horror,1
Donzaleigh Abernathy,6.2,Biography,1
Dora Madison,5.2,Horror,1
Doria Tillier,7.4,Comedy,1
Dorian Boguta,7.65,Comedy,2
Doris Hick,6.7,Drama,1
Dorota Stalinska,7.5,Adventure,1
Dorothee Berryman,7.5,Comedy,1
Dorothy Atkinson,6.8,Biography,1
Dorothy Duffy,7.7,Drama,1
Doru Ana,7.8,Comedy,1
Doudou Gueye Thiaw,7.5,Animation,1
Doug Bradley,5.633333333333333,Horror,3
Doug E. Doug,7.0,Adventure,1
Doug Hutchison,5.800000000000001,Action,2
Doug Jones,7.0,Action,4
Doug Mcclure,5.7,Horror,1
Doug Mcgrath,6.4,Horror,1
Doug Mckeon,6.35,Drama,2
Dougie Mcconnell,6.3,Drama,1
Douglas Booth,6.58,Drama,5
Douglas Hodge,5.7,Adventure,1
Douglas Ligon,7.1,Drama,1
Douglas M. Griffin,7.15,Drama,2
Douglas Russell,6.4,Drama,1
Douglas Santiago,6.7,Drama,1
Douglas Seale,5.7,Comedy,1
Douglas Silva,7.2,Crime,1
Douglas Smith,5.3,Comedy,1
Dougray Scott,6.4799999999999995,Drama,5
Doval'E Glickman,6.8,Drama,1
Dragan Bjelogrlic,8.166666666666666,Comedy,3
Dragan Maksimovic,8.6,Comedy,1
Dragan Nikolic,8.7,Adventure,1
Dragomir Mrsic,6.7,Action,1
Dragos Bucur,7.4,Comedy,2
Drake Cook,7.3,Drama,1
Dreama Walker,6.4,Crime,1
Drew Barrymore,6.376923076923077,Comedy,26
Drew Fuller,7.3,Drama,1
Drew Starkey,6.0,Horror,1
Drew Youngblood,7.1,Drama,1
Dries Vanhegen,6.9,Comedy,1
Duane Martin,6.6,Crime,1
Dudley Moore,6.666666666666667,Adventure,3
Dule Hill,5.3,Mystery,2
Dulquer Salmaan,7.9625,Biography,8
Duncan Macneil,7.5,Animation,1
Duncan Regehr,6.9,Action,1
Dunja Sepcic,6.1,Crime,1
Durgesh Kumar,7.6,Crime,1
Dusan Pekic,8.0,Comedy,1
Dustin Hoffman,6.813043478260869,Comedy,23
Dustin Milligan,5.3,Horror,1
Dwaine Stevenson,5.5,Action,1
Dwayne Johnson,6.264864864864865,Action,37
Dwight Henry,7.2,Adventure,1
Dwight Yoakam,6.6000000000000005,Drama,6
Dyan Cannon,7.0,Comedy,1
Dylan Arnold,5.3,Drama,1
